price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yrs_old,renovated,basement,distance_from_city,SD_Auburn,SD_Bellevue,SD_Enumclaw,SD_FederalWay,SD_Highline,SD_Issaquah,SD_Kent,SD_LakeWashington,SD_MercerIsland,SD_Northshore,SD_Renton,SD_Riverview,SD_Seattle,SD_Shoreline,SD_SnoqualmieValley,SD_Tahoma,SD_Tukwila,SD_VashonIsland
468000.0,2,1.0,1.0,0.0,0.0,4,7,72,0,1,5.951370330194645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
310000.0,3,1.0,1.5,0.0,0.0,4,7,87,1,0,9.760316598183595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400000.0,3,1.75,1.0,0.0,0.0,4,7,37,0,0,7.404678516281454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530000.0,5,2.0,1.5,0.0,0.0,3,7,115,0,0,4.986286776906221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
650000.0,4,3.0,2.0,0.0,3.0,3,9,36,0,1,3.173838872659182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
395000.0,3,2.0,2.0,0.0,0.0,3,7,20,0,0,13.664995250053215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
485000.0,4,1.0,1.5,0.0,0.0,4,7,98,0,0,3.8542374719122634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
189000.0,2,1.0,1.0,0.0,0.0,4,7,93,0,1,21.18940053897866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230000.0,3,1.0,1.0,0.0,0.0,4,7,46,0,0,19.04642465981157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385000.0,4,1.75,1.0,0.0,0.0,4,7,67,0,1,6.450126067185381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
285000.0,5,2.5,2.0,0.0,0.0,3,8,19,0,0,20.03104799615068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252700.0,2,1.5,1.0,0.0,0.0,3,7,29,1,0,18.206050245545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329000.0,3,2.25,2.0,0.0,0.0,4,8,29,0,0,16.762789117579104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233000.0,3,2.0,1.5,0.0,0.0,5,6,73,0,0,21.48085220679669,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937000.0,3,1.75,2.0,0.0,0.0,3,8,99,1,1,2.3118104132449147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
667000.0,3,1.0,1.5,0.0,0.0,5,8,105,0,0,1.3686504554353052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
438000.0,3,1.75,1.0,0.0,0.0,3,7,66,1,1,6.115865162613492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
719000.0,4,2.5,2.0,0.0,0.0,3,8,10,0,0,7.699931055680439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580500.0,3,2.5,2.0,0.0,0.0,3,8,11,0,0,8.177059173506644,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280000.0,2,1.5,3.0,0.0,0.0,3,7,9,0,0,8.223440184070297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
687500.0,4,1.75,1.5,0.0,0.0,4,7,85,0,1,5.261870046009685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
535000.0,3,1.0,1.5,0.0,0.0,4,8,85,0,0,5.79388098869306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
322500.0,4,2.75,1.0,0.0,0.0,3,7,33,0,1,13.169354330254455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696000.0,3,2.5,1.5,0.0,0.0,3,8,84,1,1,5.223845248858822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
550000.0,4,1.0,1.0,0.0,0.0,1,5,81,0,1,4.642777907463698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640000.0,4,2.0,2.0,0.0,0.0,4,8,110,0,0,4.381230117256839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
240000.0,4,1.0,1.0,0.0,0.0,2,7,46,0,1,19.176032819112695,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605000.0,4,2.5,2.0,0.0,0.0,3,8,18,0,0,6.008397804952377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625000.0,4,2.5,2.0,0.0,0.0,3,9,14,1,0,8.240627747350324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775000.0,4,2.25,1.0,0.0,0.0,3,8,30,0,1,11.35611710025834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861990.0,5,2.75,2.0,0.0,0.0,3,9,0,0,1,9.969923646668729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685000.0,3,1.0,2.0,0.0,0.0,3,7,92,0,0,2.5657276250378223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
309000.0,3,1.0,1.0,0.0,0.0,4,6,55,0,1,11.620636468747556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488000.0,3,2.5,2.0,0.0,0.0,3,8,11,1,0,13.804488456494678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
210490.0,3,1.0,1.0,0.0,0.0,3,6,49,0,0,20.97041728691054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785000.0,4,2.5,2.0,0.0,0.0,4,9,33,0,0,2.479024877989058,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450000.0,3,1.75,1.0,0.0,0.0,4,7,62,0,0,5.134238468404436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
228000.0,3,1.0,1.0,0.0,0.0,3,7,59,0,0,12.689290296943057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345000.0,5,2.5,1.0,0.0,0.0,4,8,49,0,1,8.468388392065789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600000.0,3,1.75,1.0,0.0,0.0,4,7,64,1,1,5.422542563200073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
585000.0,2,1.75,1.0,0.0,0.0,3,7,34,0,1,6.381806432392496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
920000.0,5,2.25,1.5,0.0,0.0,3,8,88,0,1,4.193185827941025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
885000.0,4,2.5,2.0,0.0,0.0,3,9,19,0,0,4.101418819636894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
292500.0,4,2.5,2.0,0.0,0.0,3,7,6,1,0,17.725830398164657,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301000.0,3,2.5,2.0,0.0,0.0,3,8,12,0,0,17.641106923611556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
951000.0,5,3.25,2.0,0.0,4.0,4,8,46,1,0,4.516741495670718,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430000.0,4,3.0,2.0,0.0,0.0,3,8,24,0,0,7.99712668336812,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650000.0,3,2.25,1.0,0.0,3.0,4,8,55,0,1,12.133458519858253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289000.0,3,1.75,1.0,0.0,0.0,3,7,60,0,0,11.925678468037097,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505000.0,3,1.75,2.0,0.0,0.0,5,8,41,0,0,11.502756317112352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549000.0,3,1.75,3.0,0.0,0.0,3,8,0,0,0,4.711490857021185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
425000.0,3,2.25,1.0,0.0,0.0,3,7,35,0,1,1.8363638414000443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
317625.0,3,2.75,1.5,0.0,0.0,5,7,89,0,1,2.819115557813648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
975000.0,4,2.5,2.0,0.0,0.0,3,10,25,0,0,2.4172928073881024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287000.0,4,2.5,2.0,0.0,0.0,3,7,9,0,0,19.114172066629294,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204000.0,3,1.0,1.0,0.0,0.0,4,7,46,1,0,18.05238908441145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325000.0,3,2.0,1.0,0.0,0.0,4,7,43,0,0,8.416351261347433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571000.0,4,2.0,1.5,0.0,0.0,5,7,98,0,1,7.780361288505317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
360000.0,4,2.5,2.0,0.0,0.0,3,8,9,1,0,19.26864847627646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
349000.0,3,1.75,1.0,0.0,0.0,5,7,50,0,1,19.267255134127034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832500.0,4,4.0,2.0,0.0,0.0,4,10,28,0,1,10.365842226937842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380000.0,4,1.75,1.0,0.0,0.0,3,7,58,1,1,3.7708383142603137,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480000.0,3,1.0,1.0,0.0,0.0,3,7,74,1,0,4.142103255540854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
410000.0,3,1.0,1.0,0.0,0.0,4,7,58,0,1,6.7802512721986545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
720000.0,4,2.5,2.0,0.0,0.0,3,10,13,0,1,20.664874514430224,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390000.0,3,2.5,2.0,0.0,0.0,3,8,11,0,0,20.427767020963156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
360000.0,4,2.5,2.0,0.0,0.0,3,7,22,0,0,20.109108489469826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
355000.0,2,1.0,1.0,0.0,0.0,3,7,66,0,1,4.763471661650438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
356000.0,3,1.5,1.0,0.0,0.0,3,8,51,0,0,9.636223387975665,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315000.0,3,1.0,1.0,0.0,0.0,3,6,62,0,0,8.189690738232592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
940000.0,3,1.5,2.0,0.0,0.0,3,9,89,0,1,2.156845252006518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
305000.0,5,2.25,1.5,0.0,0.0,5,7,53,0,0,22.442006917767714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461000.0,3,3.25,2.0,0.0,0.0,3,9,8,0,1,6.412517690541676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215000.0,2,2.25,2.0,0.0,0.0,4,7,35,1,0,6.755910282924805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335000.0,2,1.75,2.0,0.0,0.0,3,7,8,1,1,5.370629109246057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
243500.0,4,2.5,2.0,0.0,0.0,3,7,26,0,0,22.13827654171809,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153000.0,3,1.0,1.0,0.0,0.0,3,7,53,0,0,19.855505769429673,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430000.0,3,1.5,1.0,0.0,0.0,3,8,75,0,1,5.852128571565239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
700000.0,3,1.5,1.0,0.0,0.0,3,8,75,0,1,5.852128571565239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
905000.0,4,2.5,1.0,0.0,0.0,3,7,68,1,1,2.867188103904668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247500.0,3,1.75,1.0,0.0,0.0,3,7,48,0,0,17.603040882409683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199000.0,4,1.5,1.0,0.0,0.0,4,7,39,0,0,21.20462722284395,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314000.0,3,1.75,1.0,0.0,0.0,5,7,34,0,1,18.211122225739675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
437500.0,3,2.5,2.0,0.0,2.0,3,9,22,0,0,24.59389583028264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
850830.0,3,2.5,1.5,0.0,0.0,5,9,104,0,1,2.442211010366482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
555000.0,3,2.0,1.5,0.0,0.0,4,7,85,0,1,5.00315525798963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
699950.0,3,2.25,2.0,0.0,0.0,4,8,31,0,0,12.317054038350392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290000.0,3,1.0,1.0,0.0,0.0,3,7,60,0,0,12.337138442845392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375000.0,3,2.5,1.0,0.0,0.0,4,8,37,1,1,12.365998885233328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460000.0,3,1.0,1.5,0.0,0.0,4,7,75,0,1,5.799179313121065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188500.0,2,1.75,1.0,0.0,0.0,4,8,29,0,0,15.760534635531586,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680000.0,4,2.5,2.0,0.0,0.0,4,10,24,0,0,9.754243389651176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470000.0,5,1.75,2.0,0.0,0.0,4,7,72,0,0,4.7749258463421445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597750.0,4,2.5,2.0,0.0,0.0,3,8,30,1,0,8.817638566590109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570000.0,3,1.75,1.0,0.0,0.0,5,6,110,0,1,5.08520885720806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
272500.0,3,1.75,1.0,0.0,0.0,4,7,34,0,1,19.26432762556222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
329950.0,3,1.75,1.0,0.0,2.0,3,7,43,0,1,4.683816596557636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
480000.0,4,2.5,2.0,0.0,0.0,3,9,13,0,1,20.472441446670175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740500.0,3,3.5,2.0,0.0,0.0,3,8,114,1,1,6.317111139335863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
518500.0,3,3.5,3.0,0.0,0.0,3,8,4,0,0,5.0821042640858725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
205425.0,2,1.0,1.0,0.0,0.0,4,6,69,0,0,8.183853379282333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171800.0,4,2.0,1.0,0.0,0.0,3,6,65,0,0,7.9401514147962615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
535000.0,4,1.0,1.5,0.0,0.0,4,7,90,0,0,2.497380707610787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
660000.0,3,2.5,1.0,0.0,2.0,3,8,51,0,1,11.537599731543407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
391500.0,3,2.0,1.0,0.0,0.0,3,7,27,1,0,7.891975156998988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395000.0,2,1.0,1.0,0.0,0.0,3,6,62,0,0,6.398004566251677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
445000.0,4,1.75,1.5,0.0,0.0,5,7,90,0,1,6.384393413125975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
770000.0,3,2.25,2.0,0.0,0.0,3,9,24,0,0,7.1099360883886655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445000.0,3,2.25,1.0,0.0,2.0,3,8,47,0,1,7.588665979938921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260000.0,4,2.25,1.0,0.0,0.0,3,8,36,1,1,20.625492065697525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
