price,bedrooms,bathrooms,floors,waterfront,view,condition,grade,zipcode,lat,long,yrs_old
535000.0,3,1.0,1.5,0.0,0.0,4,8,98117,47.6889,-122.375,85
322500.0,4,2.75,1.0,0.0,0.0,3,7,98058,47.4276,-122.15700000000001,33
696000.0,3,2.5,1.5,0.0,0.0,3,8,98115,47.6827,-122.31,84
550000.0,4,1.0,1.0,0.0,0.0,1,5,98052,47.6621,-122.132,81
640000.0,4,2.0,2.0,0.0,0.0,4,8,98107,47.6702,-122.36200000000001,110
240000.0,4,1.0,1.0,0.0,0.0,2,7,98001,47.3341,-122.28200000000001,46
605000.0,4,2.5,2.0,0.0,0.0,3,8,98056,47.5301,-122.18,18
625000.0,4,2.5,2.0,0.0,0.0,3,9,98074,47.6145,-122.027,14
775000.0,4,2.25,1.0,0.0,0.0,3,8,98166,47.445,-122.34700000000001,30
861990.0,5,2.75,2.0,0.0,0.0,3,9,98053,47.6848,-122.016,0
685000.0,3,1.0,2.0,0.0,0.0,3,7,98119,47.6413,-122.36399999999999,92
309000.0,3,1.0,1.0,0.0,0.0,4,6,98058,47.4485,-122.175,55
488000.0,3,2.5,2.0,0.0,0.0,3,8,98019,47.7443,-121.977,11
210490.0,3,1.0,1.0,0.0,0.0,3,6,98023,47.3066,-122.37100000000001,49
785000.0,4,2.5,2.0,0.0,0.0,4,9,98007,47.6194,-122.15100000000001,33
450000.0,3,1.75,1.0,0.0,0.0,4,7,98115,47.6796,-122.301,62
228000.0,3,1.0,1.0,0.0,0.0,3,7,98148,47.4258,-122.322,59
345000.0,5,2.5,1.0,0.0,0.0,4,8,98056,47.4934,-122.189,49
600000.0,3,1.75,1.0,0.0,0.0,4,7,98117,47.6808,-122.384,64
585000.0,2,1.75,1.0,0.0,0.0,3,7,98117,47.6989,-122.369,34
920000.0,5,2.25,1.5,0.0,0.0,3,8,98105,47.6571,-122.281,88
885000.0,4,2.5,2.0,0.0,0.0,3,9,98105,47.6597,-122.29,19
292500.0,4,2.5,2.0,0.0,0.0,3,7,98042,47.3663,-122.11399999999999,6
301000.0,3,2.5,2.0,0.0,0.0,3,8,98042,47.3663,-122.12200000000001,12
951000.0,5,3.25,2.0,0.0,4.0,4,8,98008,47.588,-122.116,46
430000.0,4,3.0,2.0,0.0,0.0,3,8,98059,47.5059,-122.149,24
650000.0,3,2.25,1.0,0.0,3.0,4,8,98166,47.4336,-122.339,55
289000.0,3,1.75,1.0,0.0,0.0,3,7,98148,47.4366,-122.335,60
505000.0,3,1.75,2.0,0.0,0.0,5,8,98166,47.4428,-122.344,41
549000.0,3,1.75,3.0,0.0,0.0,3,8,98115,47.6765,-122.32,0
425000.0,3,2.25,1.0,0.0,0.0,3,7,98122,47.6113,-122.29700000000001,35
317625.0,3,2.75,1.5,0.0,0.0,5,7,98144,47.5747,-122.304,89
975000.0,4,2.5,2.0,0.0,0.0,3,10,98004,47.5815,-122.19200000000001,25
287000.0,4,2.5,2.0,0.0,0.0,3,7,98001,47.3378,-122.257,9
204000.0,3,1.0,1.0,0.0,0.0,4,7,98042,47.3621,-122.11,46
325000.0,3,2.0,1.0,0.0,0.0,4,7,98034,47.7362,-122.179,43
571000.0,4,2.0,1.5,0.0,0.0,5,7,98125,47.7168,-122.287,98
360000.0,4,2.5,2.0,0.0,0.0,3,8,98038,47.3608,-122.036,9
349000.0,3,1.75,1.0,0.0,0.0,5,7,98042,47.3511,-122.073,50
832500.0,4,4.0,2.0,0.0,0.0,4,10,98075,47.5822,-121.98700000000001,28
380000.0,4,1.75,1.0,0.0,0.0,3,7,98008,47.6034,-122.125,58
480000.0,3,1.0,1.0,0.0,0.0,3,7,98116,47.5636,-122.39399999999999,74
410000.0,3,1.0,1.0,0.0,0.0,4,7,98133,47.7073,-122.34,58
720000.0,4,2.5,2.0,0.0,0.0,3,10,98010,47.342,-122.025,13
390000.0,3,2.5,2.0,0.0,0.0,3,8,98038,47.3512,-122.008,11
360000.0,4,2.5,2.0,0.0,0.0,3,7,98038,47.349,-122.031,22
355000.0,2,1.0,1.0,0.0,0.0,3,7,98118,47.5474,-122.291,66
356000.0,3,1.5,1.0,0.0,0.0,3,8,98059,47.4811,-122.149,51
315000.0,3,1.0,1.0,0.0,0.0,3,6,98125,47.7264,-122.31,62
940000.0,3,1.5,2.0,0.0,0.0,3,9,98119,47.6337,-122.365,89
305000.0,5,2.25,1.5,0.0,0.0,5,7,98092,47.2909,-122.189,53
461000.0,3,3.25,2.0,0.0,0.0,3,9,98056,47.5228,-122.199,8
215000.0,2,2.25,2.0,0.0,0.0,4,7,98056,47.518,-122.194,35
335000.0,2,1.75,2.0,0.0,0.0,3,7,98136,47.5394,-122.387,8
243500.0,4,2.5,2.0,0.0,0.0,3,7,98023,47.2897,-122.37200000000001,26
153000.0,3,1.0,1.0,0.0,0.0,3,7,98023,47.321999999999996,-122.351,53
430000.0,3,1.5,1.0,0.0,0.0,3,8,98117,47.687,-122.38600000000001,75
700000.0,3,1.5,1.0,0.0,0.0,3,8,98117,47.687,-122.38600000000001,75
905000.0,4,2.5,1.0,0.0,0.0,3,7,98040,47.5873,-122.249,68
247500.0,3,1.75,1.0,0.0,0.0,3,7,98032,47.3576,-122.277,48
199000.0,4,1.5,1.0,0.0,0.0,4,7,98023,47.3036,-122.37799999999999,39
314000.0,3,1.75,1.0,0.0,0.0,5,7,98038,47.4109,-121.958,34
437500.0,3,2.5,2.0,0.0,2.0,3,9,98045,47.4838,-121.714,22
850830.0,3,2.5,1.5,0.0,0.0,5,9,98102,47.6415,-122.315,104
555000.0,3,2.0,1.5,0.0,0.0,4,7,98117,47.6775,-122.37200000000001,85
699950.0,3,2.25,2.0,0.0,0.0,4,8,98077,47.7731,-122.08,31
290000.0,3,1.0,1.0,0.0,0.0,3,7,98058,47.4375,-122.184,60
375000.0,3,2.5,1.0,0.0,0.0,4,8,98058,47.4431,-122.133,37
460000.0,3,1.0,1.5,0.0,0.0,4,7,98117,47.6878,-122.38,75
188500.0,2,1.75,1.0,0.0,0.0,4,8,98198,47.3813,-122.322,29
680000.0,4,2.5,2.0,0.0,0.0,4,10,98077,47.7304,-122.08200000000001,24
470000.0,5,1.75,2.0,0.0,0.0,4,7,98052,47.6417,-122.109,72
597750.0,4,2.5,2.0,0.0,0.0,3,8,98027,47.5386,-122.053,30
570000.0,3,1.75,1.0,0.0,0.0,5,6,98103,47.6823,-122.34899999999999,110
272500.0,3,1.75,1.0,0.0,0.0,4,7,98038,47.3624,-122.031,34
329950.0,3,1.75,1.0,0.0,2.0,3,7,98108,47.5474,-122.295,43
480000.0,4,2.5,2.0,0.0,0.0,3,9,98001,47.3183,-122.25299999999999,13
740500.0,3,3.5,2.0,0.0,0.0,3,8,98117,47.6981,-122.368,114
518500.0,3,3.5,3.0,0.0,0.0,3,8,98103,47.6824,-122.34700000000001,4
205425.0,2,1.0,1.0,0.0,0.0,4,6,98178,47.5009,-122.24799999999999,69
171800.0,4,2.0,1.0,0.0,0.0,3,6,98168,47.4965,-122.303,65
535000.0,4,1.0,1.5,0.0,0.0,4,7,98144,47.586999999999996,-122.294,90
660000.0,3,2.5,1.0,0.0,2.0,3,8,98177,47.7728,-122.38600000000001,51
391500.0,3,2.0,1.0,0.0,0.0,3,7,98034,47.7288,-122.226,27
395000.0,2,1.0,1.0,0.0,0.0,3,6,98117,47.6999,-122.36399999999999,62
445000.0,4,1.75,1.5,0.0,0.0,5,7,98118,47.5299,-122.266,90
770000.0,3,2.25,2.0,0.0,0.0,3,9,98052,47.6897,-122.098,24
445000.0,3,2.25,1.0,0.0,2.0,3,8,98178,47.5091,-122.244,47
260000.0,4,2.25,1.0,0.0,0.0,3,8,98023,47.3129,-122.39,36
822500.0,5,3.5,2.0,0.0,0.0,5,7,98103,47.6763,-122.352,88
430000.0,4,2.5,2.0,0.0,0.0,3,7,98065,47.5319,-121.85,11
212000.0,3,1.75,1.0,0.0,0.0,4,7,98092,47.2761,-122.152,29
660500.0,4,2.25,1.0,0.0,0.0,3,8,98027,47.5343,-122.054,29
784000.0,3,3.5,1.5,0.0,0.0,3,9,98052,47.696999999999996,-122.072,25
453246.0,3,2.5,2.0,0.0,0.0,3,8,98029,47.5517,-121.99799999999999,0
675000.0,4,3.5,3.0,0.0,0.0,3,9,98107,47.6734,-122.38,10
199000.0,3,1.75,1.0,0.0,0.0,4,7,98003,47.3257,-122.296,58
220000.0,4,1.75,1.0,0.0,0.0,3,7,98003,47.3309,-122.29899999999999,46
452000.0,4,2.25,1.0,0.0,0.0,4,8,98028,47.7689,-122.266,46
382500.0,2,1.0,1.0,0.0,0.0,3,6,98125,47.7135,-122.287,33
519950.0,3,2.25,3.0,0.0,0.0,3,8,98107,47.6722,-122.381,0
665000.0,2,1.0,1.0,0.0,0.0,3,7,98119,47.6338,-122.35799999999999,89
527700.0,5,2.5,1.0,0.0,0.0,4,8,98006,47.5707,-122.12799999999999,46
205000.0,3,1.0,1.0,0.0,0.0,4,7,98058,47.4563,-122.171,53
420000.0,3,1.0,1.0,0.0,0.0,4,7,98133,47.7144,-122.351,92
500000.0,4,2.25,1.0,0.0,0.0,4,8,98006,47.5495,-122.17399999999999,54
921500.0,4,2.5,2.0,0.0,0.0,4,9,98077,47.7421,-122.02600000000001,20
890000.0,4,1.0,2.0,0.0,0.0,3,8,98109,47.6354,-122.353,109
430000.0,2,2.5,2.0,0.0,0.0,3,7,98027,47.5262,-121.943,7
258000.0,5,2.0,1.0,0.0,0.0,4,8,98032,47.3887,-122.286,54
511000.0,3,1.0,1.0,0.0,0.0,3,7,98103,47.6873,-122.336,67
532170.0,3,2.0,2.0,0.0,0.0,3,8,98103,47.6838,-122.353,24
560000.0,3,1.0,1.5,0.0,0.0,3,7,98107,47.655,-122.359,68
282950.0,3,1.0,1.0,0.0,0.0,4,7,98003,47.3255,-122.304,61
350000.0,1,1.0,1.0,0.0,0.0,3,7,98115,47.678999999999995,-122.3,72
215000.0,3,1.0,1.0,0.0,0.0,4,7,98058,47.4479,-122.176,47
650000.0,5,3.5,2.0,0.0,0.0,3,9,98056,47.525,-122.17200000000001,18
320000.0,4,2.75,1.0,0.0,0.0,3,8,98023,47.3135,-122.369,47
247000.0,3,2.0,1.5,0.0,0.0,3,7,98022,47.2086,-121.99600000000001,98
320000.0,4,1.75,1.0,0.0,0.0,4,8,98059,47.4715,-122.118,46
255000.0,5,2.25,1.0,0.0,0.0,3,7,98146,47.4877,-122.335,52
438000.0,3,1.75,1.0,0.0,0.0,3,7,98034,47.7171,-122.193,53
900000.0,3,2.5,2.0,0.0,0.0,3,10,98075,47.6012,-122.023,15
441000.0,3,2.75,1.0,0.0,0.0,3,7,98034,47.7319,-122.22399999999999,35
420000.0,3,2.0,1.0,0.0,0.0,4,7,98027,47.4582,-122.023,39
370000.0,3,1.75,1.0,0.0,0.0,3,7,98034,47.7209,-122.16799999999999,38
269950.0,2,1.75,1.0,0.0,0.0,5,5,98198,47.408,-122.32700000000001,66
807100.0,4,2.5,2.0,0.0,0.0,3,9,98006,47.565,-122.125,16
653000.0,3,2.5,1.0,0.0,0.0,4,8,98034,47.7028,-122.23100000000001,35
371500.0,3,2.0,1.0,0.0,0.0,5,7,98133,47.7458,-122.331,50
284000.0,3,1.75,1.0,0.0,0.0,3,7,98166,47.4776,-122.337,61
272000.0,3,1.75,1.0,0.0,0.0,4,7,98023,47.3026,-122.374,37
313000.0,3,1.5,1.5,0.0,0.0,3,7,98133,47.7658,-122.339,59
917500.0,4,2.5,2.0,0.0,0.0,3,10,98033,47.6477,-122.182,31
673000.0,4,2.25,2.0,0.0,0.0,4,8,98006,47.5619,-122.125,34
425000.0,3,2.5,2.0,0.0,0.0,3,8,98122,47.6106,-122.31,7
399950.0,5,2.75,1.0,0.0,0.0,3,7,98144,47.5868,-122.30799999999999,28
385000.0,3,1.0,1.0,0.0,0.0,3,6,98122,47.6101,-122.307,113
269950.0,3,1.5,1.0,0.0,2.0,4,7,98022,47.1976,-121.999,39
330000.0,2,1.0,1.0,0.0,0.0,3,7,98177,47.7224,-122.35799999999999,66
260000.0,3,2.5,2.0,0.0,0.0,3,7,98030,47.3505,-122.179,26
470000.0,4,3.0,1.5,0.0,0.0,4,7,98126,47.5384,-122.376,90
589000.0,4,3.0,2.0,0.0,0.0,5,7,98034,47.7044,-122.2,53
163500.0,2,1.5,2.0,0.0,0.0,3,7,98038,47.3848,-122.039,18
835000.0,4,2.75,2.0,0.0,0.0,3,9,98052,47.6993,-122.102,21
269000.0,4,1.75,1.0,0.0,0.0,4,8,98023,47.3099,-122.37899999999999,46
560000.0,3,2.5,2.0,0.0,0.0,3,8,98074,47.62,-122.04299999999999,27
615000.0,4,1.0,1.5,0.0,0.0,4,6,98103,47.65,-122.34,114
585188.0,3,2.25,1.0,0.0,0.0,3,8,98052,47.6647,-122.15299999999999,39
305000.0,3,1.75,1.0,0.0,0.0,3,7,98034,47.726000000000006,-122.191,37
166950.0,3,1.0,1.0,0.0,0.0,3,6,98058,47.4616,-122.184,55
799000.0,3,2.5,1.0,0.0,0.0,4,8,98040,47.5505,-122.219,55
400000.0,3,2.5,1.0,0.0,0.0,4,7,98133,47.7606,-122.336,52
230000.0,3,1.0,1.0,0.0,0.0,3,7,98155,47.7481,-122.3,66
256883.0,3,2.5,2.0,0.0,0.0,3,8,98023,47.2779,-122.34700000000001,11
423000.0,4,2.0,1.5,0.0,0.0,5,7,98108,47.5511,-122.31200000000001,94
465000.0,3,2.5,2.0,0.0,0.0,3,8,98126,47.5488,-122.37200000000001,7
440000.0,3,2.5,2.0,0.0,0.0,3,7,98024,47.5385,-121.911,18
385000.0,3,1.75,1.0,0.0,0.0,4,7,98038,47.4058,-121.994,45
210000.0,3,1.0,1.0,0.0,0.0,4,6,98056,47.5093,-122.184,72
297000.0,3,2.5,2.0,0.0,0.0,3,8,98042,47.3777,-122.165,20
470000.0,3,1.0,1.0,0.0,0.0,3,7,98107,47.675,-122.39399999999999,62
226500.0,3,1.5,1.0,0.0,0.0,4,7,98023,47.3025,-122.37,38
274250.0,3,1.0,1.0,0.0,0.0,4,6,98059,47.4787,-122.15799999999999,53
840000.0,4,1.75,1.0,0.0,0.0,4,9,98040,47.5378,-122.219,48
677900.0,3,2.5,2.0,0.0,0.0,3,8,98052,47.7073,-122.11399999999999,4
425000.0,3,1.0,1.0,0.0,0.0,3,7,98116,47.5733,-122.381,100
180250.0,2,0.75,1.0,0.0,0.0,3,6,98166,47.4604,-122.339,73
464000.0,6,3.0,2.0,0.0,0.0,3,7,98133,47.7067,-122.34299999999999,94
320000.0,4,2.25,2.0,0.0,0.0,3,8,98038,47.354,-122.04700000000001,22
625504.0,3,2.25,2.0,0.0,0.0,3,8,98105,47.6647,-122.28399999999999,0
592500.0,4,2.5,1.0,0.0,0.0,3,9,98074,47.6143,-122.01700000000001,31
465000.0,3,2.5,2.0,0.0,0.0,3,9,98001,47.3185,-122.275,10
477000.0,4,2.75,2.0,0.0,0.0,3,8,98118,47.5458,-122.26799999999999,36
280000.0,2,1.0,1.0,0.0,0.0,3,6,98168,47.4889,-122.29899999999999,92
445838.0,3,2.5,2.0,0.0,0.0,3,8,98146,47.5133,-122.37899999999999,14
467000.0,2,1.5,1.0,0.0,0.0,4,8,98177,47.7145,-122.367,67
686000.0,4,2.5,2.0,0.0,0.0,3,10,98075,47.5836,-122.02600000000001,15
279950.0,3,2.0,1.0,0.0,0.0,3,7,98198,47.398,-122.29899999999999,53
527000.0,4,2.25,2.0,0.0,0.0,3,8,98011,47.7663,-122.215,27
325000.0,3,2.25,1.0,0.0,0.0,4,8,98030,47.3758,-122.21700000000001,48
328000.0,3,2.25,2.0,0.0,0.0,3,7,98038,47.3828,-122.023,20
390000.0,3,2.25,1.0,0.0,0.0,5,7,98146,47.5123,-122.37299999999999,72
479950.0,2,2.0,1.0,0.0,0.0,3,8,98053,47.7076,-122.01299999999999,10
264950.0,4,2.25,1.0,0.0,0.0,4,7,98023,47.2922,-122.37100000000001,36
235000.0,3,1.0,1.0,0.0,0.0,4,7,98031,47.4075,-122.214,54
516500.0,3,2.5,2.0,0.0,0.0,3,7,98053,47.6794,-122.03399999999999,11
655000.0,2,1.75,2.0,1.0,4.0,3,7,98166,47.4497,-122.375,100
500000.0,4,2.75,1.0,0.0,0.0,5,7,98059,47.5218,-122.164,54
315000.0,6,2.75,1.0,0.0,0.0,3,8,98023,47.3103,-122.339,36
213000.0,2,1.0,1.0,0.0,0.0,3,6,98024,47.5687,-121.899,53
475000.0,3,1.5,1.5,0.0,0.0,5,7,98108,47.5575,-122.303,67
416000.0,3,2.0,1.0,0.0,0.0,5,7,98010,47.3459,-121.95,39
410000.0,4,1.0,1.5,0.0,0.0,3,7,98122,47.6136,-122.303,111
800000.0,3,3.5,2.0,0.0,0.0,3,10,98077,47.7641,-122.023,21
472000.0,6,2.5,1.0,0.0,2.0,4,9,98003,47.3376,-122.324,49
225000.0,3,1.75,1.0,0.0,0.0,4,7,98003,47.3173,-122.319,46
210000.0,2,1.0,1.0,0.0,0.0,3,6,98126,47.5308,-122.376,74
455000.0,2,1.0,1.5,0.0,0.0,2,7,98115,47.6727,-122.29899999999999,90
225000.0,3,1.0,1.0,0.0,0.0,4,6,98002,47.3221,-122.21600000000001,61
480000.0,2,1.0,1.0,0.0,2.0,4,7,98103,47.6779,-122.353,96
363000.0,3,2.5,2.0,0.0,0.0,3,9,98023,47.3076,-122.395,25
181000.0,2,1.5,1.0,0.0,0.0,3,6,98106,47.5218,-122.35700000000001,61
250000.0,4,2.0,1.0,0.0,0.0,4,7,98002,47.2785,-122.213,39
481000.0,3,1.75,1.0,0.0,0.0,4,6,98103,47.6846,-122.345,97
260000.0,3,2.0,1.0,0.0,0.0,4,7,98032,47.3656,-122.27799999999999,36
455000.0,4,2.5,2.0,0.0,0.0,3,9,98058,47.4369,-122.111,13
415000.0,3,2.25,2.0,0.0,0.0,3,8,98045,47.4616,-121.711,24
349500.0,3,1.0,1.0,0.0,0.0,3,7,98118,47.5405,-122.27,62
245000.0,3,2.5,2.0,0.0,0.0,3,7,98030,47.3507,-122.178,27
592500.0,2,2.0,1.5,0.0,2.0,5,7,98115,47.6979,-122.32,86
385000.0,4,1.75,1.0,0.0,0.0,4,7,98106,47.5278,-122.345,59
315000.0,3,1.75,1.0,0.0,0.0,4,7,98059,47.4756,-122.147,41
255000.0,3,1.0,1.0,0.0,0.0,3,7,98045,47.4437,-121.772,35
693000.0,4,2.5,2.0,0.0,0.0,3,8,98052,47.7048,-122.109,8
780000.0,3,1.0,1.5,0.0,0.0,3,8,98112,47.6362,-122.302,103
237000.0,3,1.75,1.0,0.0,0.0,4,7,98198,47.4207,-122.29,54
525000.0,3,2.25,2.0,0.0,0.0,3,10,98074,47.6154,-122.04700000000001,35
425000.0,2,1.0,1.0,0.0,0.0,3,5,98144,47.5964,-122.29899999999999,85
369900.0,1,0.75,1.0,1.0,4.0,5,5,98070,47.4683,-122.43799999999999,78
290000.0,4,2.5,2.0,0.0,0.0,4,7,98031,47.4045,-122.171,26
285000.0,3,1.0,1.0,0.0,0.0,3,7,98106,47.5544,-122.35799999999999,60
415000.0,2,1.0,1.0,0.0,0.0,3,7,98115,47.6802,-122.29,77
272500.0,3,2.5,1.0,0.0,0.0,3,8,98023,47.2988,-122.37100000000001,36
436000.0,2,1.0,1.0,0.0,0.0,4,7,98133,47.7107,-122.352,76
210000.0,3,1.0,1.0,0.0,0.0,4,7,98003,47.3271,-122.323,47
236000.0,3,1.0,1.0,0.0,0.0,3,7,98178,47.5053,-122.255,53
331000.0,3,1.75,1.0,0.0,0.0,3,7,98199,47.6601,-122.4,60
365000.0,3,2.5,2.0,0.0,0.0,3,8,98031,47.4145,-122.166,9
450000.0,3,2.0,1.0,0.0,0.0,5,8,98058,47.4672,-122.165,55
770000.0,4,2.75,2.0,0.0,0.0,3,9,98028,47.7618,-122.26100000000001,0
455000.0,4,2.5,1.0,0.0,0.0,3,8,98038,47.3828,-122.071,18
405000.0,3,1.75,1.0,0.0,0.0,3,6,98118,47.5362,-122.26799999999999,107
304900.0,4,1.75,1.0,0.0,0.0,4,7,98031,47.3954,-122.206,45
170000.0,2,1.0,1.0,0.0,0.0,3,6,98178,47.5048,-122.272,84
780000.0,4,2.5,2.0,0.0,0.0,3,9,98053,47.6811,-122.025,9
330000.0,3,3.0,1.0,0.0,0.0,4,8,98028,47.7486,-122.23,27
370000.0,4,2.5,2.0,0.0,0.0,3,9,98030,47.3846,-122.169,22
467000.0,5,2.25,1.0,0.0,0.0,3,7,98072,47.7564,-122.14399999999999,35
405000.0,3,1.75,1.0,0.0,0.0,3,7,98034,47.7198,-122.193,35
675000.0,5,2.25,1.0,0.0,0.0,3,8,98006,47.5461,-122.15100000000001,29
500000.0,2,1.0,1.0,0.0,0.0,4,7,98006,47.5712,-122.14299999999999,60
389999.0,4,2.5,2.0,0.0,0.0,4,7,98166,47.4281,-122.34299999999999,46
630000.0,4,1.75,1.0,0.0,2.0,4,8,98034,47.7128,-122.223,40
360000.0,4,2.5,2.0,0.0,0.0,3,9,98001,47.3341,-122.255,22
580000.0,4,3.0,2.0,0.0,0.0,3,8,98056,47.5399,-122.181,28
550000.0,3,2.0,2.0,0.0,3.0,5,8,98126,47.5717,-122.375,85
879000.0,4,2.5,2.0,0.0,0.0,3,10,98075,47.5951,-122.01700000000001,20
265000.0,3,2.0,1.0,0.0,0.0,3,7,98042,47.3536,-122.14399999999999,21
446500.0,3,2.5,2.0,0.0,0.0,3,8,98059,47.5084,-122.154,25
404000.0,3,1.5,1.0,0.0,0.0,3,7,98108,47.5586,-122.311,51
267500.0,3,1.75,1.0,0.0,2.0,3,7,98188,47.4427,-122.274,57
335000.0,3,2.5,2.0,0.0,0.0,3,8,98003,47.3494,-122.301,16
576000.0,3,2.5,1.0,0.0,0.0,4,7,98117,47.6933,-122.39299999999999,66
208633.0,3,2.5,2.0,0.0,0.0,3,8,98038,47.3537,-122.0,9
315000.0,3,2.25,1.0,0.0,0.0,4,7,98166,47.476000000000006,-122.337,51
725000.0,3,1.75,1.0,0.0,0.0,4,8,98112,47.6239,-122.29799999999999,102
550000.0,4,2.75,1.0,0.0,0.0,4,8,98177,47.7776,-122.384,50
610750.0,4,2.25,2.0,0.0,0.0,3,8,98074,47.6459,-122.05799999999999,30
550700.0,2,1.0,1.5,0.0,0.0,4,6,98105,47.6692,-122.29700000000001,107
665000.0,4,2.75,2.0,0.0,0.0,5,8,98056,47.5376,-122.18,55
834000.0,4,2.5,1.5,0.0,2.0,5,8,98144,47.601000000000006,-122.294,87
201000.0,5,1.75,1.5,0.0,0.0,3,6,98065,47.528999999999996,-121.837,99
305000.0,4,2.25,1.0,0.0,0.0,3,8,98058,47.4441,-122.125,35
487000.0,3,2.0,1.0,0.0,0.0,5,8,98133,47.7357,-122.333,67
390000.0,3,2.5,1.0,0.0,0.0,4,8,98042,47.346000000000004,-122.15700000000001,27
548000.0,2,1.0,1.0,0.0,0.0,4,7,98103,47.6638,-122.345,98
268750.0,4,1.0,1.0,0.0,0.0,3,6,98166,47.48,-122.336,71
819900.0,5,2.75,2.0,0.0,0.0,3,9,98052,47.6759,-122.15100000000001,1
520000.0,3,2.25,2.0,0.0,0.0,3,8,98027,47.5162,-122.057,30
230000.0,3,2.0,1.0,0.0,0.0,3,7,98001,47.2639,-122.25200000000001,11
240000.0,3,1.75,1.0,0.0,0.0,3,7,98023,47.2929,-122.37100000000001,46
232000.0,2,1.0,1.0,0.0,0.0,3,6,98146,47.4957,-122.352,92
240500.0,2,1.0,1.0,0.0,0.0,3,6,98146,47.4957,-122.352,93
274975.0,3,2.5,2.0,0.0,0.0,3,9,98077,47.7721,-122.09299999999999,27
740000.0,4,2.0,1.5,0.0,0.0,4,9,98102,47.644,-122.319,92
186375.0,3,1.0,1.0,0.0,0.0,2,7,98166,47.472,-122.344,63
790000.0,3,2.25,1.0,0.0,0.0,4,9,98005,47.592,-122.166,37
880000.0,4,3.5,2.0,0.0,0.0,3,9,98105,47.669,-122.275,63
279000.0,6,1.75,2.0,0.0,0.0,4,7,98198,47.42,-122.323,60
295000.0,3,2.0,1.0,0.0,2.0,3,8,98022,47.1913,-122.012,23
640000.0,2,1.0,1.0,0.0,0.0,3,7,98103,47.6666,-122.331,91
940000.0,4,2.0,2.0,0.0,0.0,5,9,98040,47.5639,-122.21700000000001,46
260000.0,4,2.5,2.0,0.0,0.0,3,7,98038,47.3483,-122.052,11
559900.0,3,2.75,1.0,0.0,0.0,3,9,98072,47.7648,-122.164,10
791500.0,4,2.0,1.5,0.0,0.0,5,7,98103,47.6794,-122.35700000000001,103
265000.0,3,1.75,1.0,0.0,0.0,3,7,98133,47.7535,-122.354,60
245000.0,3,1.75,1.0,0.0,0.0,3,7,98178,47.4945,-122.22,61
485000.0,4,1.75,2.0,0.0,0.0,4,7,98052,47.6945,-122.09299999999999,53
684000.0,4,3.5,2.0,0.0,0.0,3,9,98059,47.5222,-122.15700000000001,4
